RootPos, (0.04615016, 0.86226050, 0.39077900)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006931, 0.01155411, 0.01049652)
Hand_Thumb1, (0.03619916, 0.01968199, 0.02756739)
Hand_Thumb2, (0.06218670, 0.03036742, 0.04392461)
Hand_Thumb3, (0.09333370, 0.03970162, 0.05312845)
Hand_Index1, (0.09599622, 0.00731644, 0.02355067)
Hand_Index2, (0.13322930, 0.01431662, 0.02176776)
Hand_Index3, (0.15442470, 0.02611752, 0.02029820)
Hand_Middle1, (0.09564660, 0.00254313, 0.00172590)
Hand_Middle2, (0.13752160, 0.01072059, -0.00300066)
Hand_Middle3, (0.16140270, 0.02420385, -0.00562206)
Hand_Ring1, (0.08869379, 0.00652929, -0.01746524)
Hand_Ring2, (0.12660560, 0.01173527, -0.02496776)
Hand_Ring3, (0.14900890, 0.02577059, -0.02765956)
Hand_Pinky0, (0.03407356, 0.00941985, -0.02299858)
Hand_Pinky1, (0.07789584, 0.01369121, -0.03505407)
Hand_Pinky2, (0.10705890, 0.01876661, -0.04326991)
Hand_Pinky3, (0.12320600, 0.03067218, -0.04644522)
Hand_ThumbTip, (0.11347310, 0.04780164, 0.06474753)
Hand_IndexTip, (0.17379930, 0.03698066, 0.01749180)
Hand_MiddleTip, (0.18346340, 0.03559007, -0.00850593)
Hand_RingTip, (0.16991290, 0.03823856, -0.02906929)
Hand_PinkyTip, (0.14070570, 0.04392220, -0.04701633)
RootPos, (0.04608360, 0.86091690, 0.39059610)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006930, 0.01155413, 0.01049653)
Hand_Thumb1, (0.03618111, 0.01964248, 0.02760315)
Hand_Thumb2, (0.06215123, 0.03028967, 0.04401292)
Hand_Thumb3, (0.09328575, 0.03959508, 0.05328780)
Hand_Index1, (0.09599622, 0.00731647, 0.02355068)
Hand_Index2, (0.13323800, 0.01425669, 0.02171690)
Hand_Index3, (0.15441620, 0.02608481, 0.02021859)
Hand_Middle1, (0.09564660, 0.00254313, 0.00172590)
Hand_Middle2, (0.13750480, 0.01083774, -0.00294560)
Hand_Middle3, (0.16130890, 0.02446469, -0.00552446)
Hand_Ring1, (0.08869379, 0.00652931, -0.01746525)
Hand_Ring2, (0.12660370, 0.01177430, -0.02495011)
Hand_Ring3, (0.14897570, 0.02586381, -0.02761922)
Hand_Pinky0, (0.03407355, 0.00941982, -0.02299858)
Hand_Pinky1, (0.07789585, 0.01369121, -0.03505407)
Hand_Pinky2, (0.10702470, 0.01879000, -0.04337588)
Hand_Pinky3, (0.12312580, 0.03074807, -0.04658703)
Hand_ThumbTip, (0.11341150, 0.04766487, 0.06495152)
Hand_IndexTip, (0.17375260, 0.03700961, 0.01738788)
Hand_MiddleTip, (0.18330010, 0.03599443, -0.00836792)
Hand_RingTip, (0.16985120, 0.03838171, -0.02900816)
Hand_PinkyTip, (0.14058110, 0.04405505, -0.04719487)
RootPos, (0.04604482, 0.85812190, 0.39016600)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006930, 0.01155413, 0.01049653)
Hand_Thumb1, (0.03615202, 0.01957885, 0.02766041)
Hand_Thumb2, (0.06208707, 0.03018069, 0.04415477)
Hand_Thumb3, (0.09318894, 0.03944560, 0.05357853)
Hand_Index1, (0.09599622, 0.00731643, 0.02355068)
Hand_Index2, (0.13325320, 0.01419801, 0.02180668)
Hand_Index3, (0.15437100, 0.02614043, 0.02036248)
Hand_Middle1, (0.09564660, 0.00254313, 0.00172591)
Hand_Middle2, (0.13749570, 0.01091179, -0.00289405)
Hand_Middle3, (0.16124080, 0.02464849, -0.00543438)
Hand_Ring1, (0.08869379, 0.00652932, -0.01746525)
Hand_Ring2, (0.12657130, 0.01198586, -0.02496303)
Hand_Ring3, (0.14879900, 0.02630908, -0.02759340)
Hand_Pinky0, (0.03407356, 0.00941986, -0.02299858)
Hand_Pinky1, (0.07789584, 0.01369119, -0.03505407)
Hand_Pinky2, (0.10693170, 0.01892360, -0.04361454)
Hand_Pinky3, (0.12289790, 0.03104179, -0.04689810)
Hand_ThumbTip, (0.11328220, 0.04747175, 0.06532799)
Hand_IndexTip, (0.17360880, 0.03725135, 0.01758549)
Hand_MiddleTip, (0.18318350, 0.03627878, -0.00824309)
Hand_RingTip, (0.16953640, 0.03905880, -0.02894232)
Hand_PinkyTip, (0.14021720, 0.04452183, -0.04757815)
RootPos, (0.04606587, 0.85669240, 0.38991880)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006930, 0.01155409, 0.01049653)
Hand_Thumb1, (0.03613879, 0.01954998, 0.02768628)
Hand_Thumb2, (0.06205766, 0.03013177, 0.04421887)
Hand_Thumb3, (0.09314480, 0.03937933, 0.05370823)
Hand_Index1, (0.09599625, 0.00731645, 0.02355068)
Hand_Index2, (0.13326020, 0.01417242, 0.02185518)
Hand_Index3, (0.15434580, 0.02617503, 0.02044004)
Hand_Middle1, (0.09564661, 0.00254314, 0.00172592)
Hand_Middle2, (0.13749220, 0.01094546, -0.00286508)
Hand_Middle3, (0.16120860, 0.02473548, -0.00538432)
Hand_Ring1, (0.08869379, 0.00652932, -0.01746523)
Hand_Ring2, (0.12655620, 0.01208288, -0.02496827)
Hand_Ring3, (0.14871450, 0.02651668, -0.02757914)
Hand_Pinky0, (0.03407355, 0.00941981, -0.02299856)
Hand_Pinky1, (0.07789583, 0.01369119, -0.03505405)
Hand_Pinky2, (0.10688540, 0.01898991, -0.04372990)
Hand_Pinky3, (0.12278450, 0.03118696, -0.04704714)
Hand_ThumbTip, (0.11322440, 0.04738697, 0.06549369)
Hand_IndexTip, (0.17353190, 0.03738205, 0.01769173)
Hand_MiddleTip, (0.18312770, 0.03641476, -0.00817394)
Hand_RingTip, (0.16938520, 0.03937626, -0.02890790)
Hand_PinkyTip, (0.14003590, 0.04475196, -0.04776064)
RootPos, (0.04608300, 0.85522200, 0.38969000)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006931, 0.01155413, 0.01049652)
Hand_Thumb1, (0.03611957, 0.01950798, 0.02772364)
Hand_Thumb2, (0.06202003, 0.03004848, 0.04431141)
Hand_Thumb3, (0.09309226, 0.03926220, 0.05388210)
Hand_Index1, (0.09599623, 0.00731646, 0.02355067)
Hand_Index2, (0.13325040, 0.01421249, 0.02180284)
Hand_Index3, (0.15426590, 0.02633384, 0.02035892)
Hand_Middle1, (0.09564660, 0.00254315, 0.00172592)
Hand_Middle2, (0.13745700, 0.01113269, -0.00283858)
Hand_Middle3, (0.16104910, 0.02513994, -0.00532664)
Hand_Ring1, (0.08869378, 0.00652930, -0.01746522)
Hand_Ring2, (0.12651510, 0.01226115, -0.02504081)
Hand_Ring3, (0.14852340, 0.02692407, -0.02764455)
Hand_Pinky0, (0.03407354, 0.00941981, -0.02299856)
Hand_Pinky1, (0.07789583, 0.01369115, -0.03505405)
Hand_Pinky2, (0.10686610, 0.01905593, -0.04375392)
Hand_Pinky3, (0.12270210, 0.03134217, -0.04704364)
Hand_ThumbTip, (0.11315510, 0.04723505, 0.06571960)
Hand_IndexTip, (0.17336390, 0.03768460, 0.01758642)
Hand_MiddleTip, (0.18285090, 0.03704442, -0.00808396)
Hand_RingTip, (0.16903810, 0.04003295, -0.02895539)
Hand_PinkyTip, (0.13987720, 0.04500561, -0.04772086)
RootPos, (0.04631609, 0.85424080, 0.38940270)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006930, 0.01155412, 0.01049653)
Hand_Thumb1, (0.03610092, 0.01946730, 0.02775973)
Hand_Thumb2, (0.06198336, 0.02996788, 0.04440083)
Hand_Thumb3, (0.09304102, 0.03914903, 0.05404969)
Hand_Index1, (0.09599624, 0.00731646, 0.02355068)
Hand_Index2, (0.13324110, 0.01425056, 0.02175583)
Hand_Index3, (0.15418720, 0.02648848, 0.02028643)
Hand_Middle1, (0.09564662, 0.00254317, 0.00172590)
Hand_Middle2, (0.13742240, 0.01131399, -0.00281094)
Hand_Middle3, (0.16089210, 0.02553081, -0.00526760)
Hand_Ring1, (0.08869380, 0.00652934, -0.01746525)
Hand_Ring2, (0.12647420, 0.01243739, -0.02510953)
Hand_Ring3, (0.14833300, 0.02732372, -0.02770416)
Hand_Pinky0, (0.03407357, 0.00941985, -0.02299860)
Hand_Pinky1, (0.07789586, 0.01369121, -0.03505408)
Hand_Pinky2, (0.10684600, 0.01912198, -0.04378008)
Hand_Pinky3, (0.12261860, 0.03149633, -0.04704368)
Hand_ThumbTip, (0.11308790, 0.04708862, 0.06593659)
Hand_IndexTip, (0.17319710, 0.03798109, 0.01749278)
Hand_MiddleTip, (0.18257790, 0.03765260, -0.00799243)
Hand_RingTip, (0.16869190, 0.04067523, -0.02899521)
Hand_PinkyTip, (0.13971730, 0.04525688, -0.04768633)
RootPos, (0.04654317, 0.85309660, 0.38911530)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006930, 0.01155408, 0.01049652)
Hand_Thumb1, (0.03608262, 0.01942744, 0.02779488)
Hand_Thumb2, (0.06194733, 0.02988912, 0.04448797)
Hand_Thumb3, (0.09299069, 0.03903854, 0.05421280)
Hand_Index1, (0.09599625, 0.00731647, 0.02355068)
Hand_Index2, (0.13323210, 0.01428722, 0.02171244)
Hand_Index3, (0.15410900, 0.02664012, 0.02021979)
Hand_Middle1, (0.09564661, 0.00254314, 0.00172590)
Hand_Middle2, (0.13738740, 0.01149356, -0.00278240)
Hand_Middle3, (0.16073480, 0.02591580, -0.00520734)
Hand_Ring1, (0.08869382, 0.00652929, -0.01746525)
Hand_Ring2, (0.12643290, 0.01261190, -0.02517620)
Hand_Ring3, (0.14814240, 0.02771705, -0.02776047)
Hand_Pinky0, (0.03407356, 0.00941985, -0.02299859)
Hand_Pinky1, (0.07789584, 0.01369117, -0.03505407)
Hand_Pinky2, (0.10682520, 0.01918798, -0.04380763)
Hand_Pinky3, (0.12253420, 0.03164965, -0.04704606)
Hand_ThumbTip, (0.11302200, 0.04694574, 0.06614729)
Hand_IndexTip, (0.17303040, 0.03827316, 0.01740715)
Hand_MiddleTip, (0.18230440, 0.03825026, -0.00789948)
Hand_RingTip, (0.16834490, 0.04130585, -0.02903068)
Hand_PinkyTip, (0.13955640, 0.04550620, -0.04765510)
RootPos, (0.04675378, 0.85192420, 0.38884430)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006931, 0.01155412, 0.01049651)
Hand_Thumb1, (0.03606456, 0.01938811, 0.02782942)
Hand_Thumb2, (0.06191167, 0.02981151, 0.04457367)
Hand_Thumb3, (0.09294080, 0.03892960, 0.05437301)
Hand_Index1, (0.09599623, 0.00731645, 0.02355069)
Hand_Index2, (0.13322330, 0.01432304, 0.02167154)
Hand_Index3, (0.15403080, 0.02678991, 0.02015719)
Hand_Middle1, (0.09564662, 0.00254317, 0.00172588)
Hand_Middle2, (0.13735180, 0.01167229, -0.00275324)
Hand_Middle3, (0.16057610, 0.02629718, -0.00514624)
Hand_Ring1, (0.08869381, 0.00652929, -0.01746525)
Hand_Ring2, (0.12639090, 0.01278560, -0.02524221)
Hand_Ring3, (0.14794990, 0.02810667, -0.02781542)
Hand_Pinky0, (0.03407357, 0.00941986, -0.02299859)
Hand_Pinky1, (0.07789586, 0.01369120, -0.03505409)
Hand_Pinky2, (0.10680390, 0.01925409, -0.04383619)
Hand_Pinky3, (0.12244880, 0.03180249, -0.04704988)
Hand_ThumbTip, (0.11295690, 0.04680499, 0.06635390)
Hand_IndexTip, (0.17286310, 0.03856251, 0.01732706)
Hand_MiddleTip, (0.18202850, 0.03884135, -0.00780548)
Hand_RingTip, (0.16799470, 0.04192911, -0.02906398)
Hand_PinkyTip, (0.13939410, 0.04575431, -0.04762585)
RootPos, (0.04694116, 0.85082030, 0.38860110)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006929, 0.01155408, 0.01049653)
Hand_Thumb1, (0.03605646, 0.01937051, 0.02784484)
Hand_Thumb2, (0.06193138, 0.02969108, 0.04460977)
Hand_Thumb3, (0.09298272, 0.03870936, 0.05443112)
Hand_Index1, (0.09599623, 0.00731648, 0.02355068)
Hand_Index2, (0.13321020, 0.01435949, 0.02155175)
Hand_Index3, (0.15400900, 0.02683225, 0.01996881)
Hand_Middle1, (0.09564660, 0.00254316, 0.00172590)
Hand_Middle2, (0.13732620, 0.01178531, -0.00275926)
Hand_Middle3, (0.16049830, 0.02649289, -0.00515088)
Hand_Ring1, (0.08869378, 0.00652929, -0.01746524)
Hand_Ring2, (0.12637420, 0.01288560, -0.02524200)
Hand_Ring3, (0.14786180, 0.02831036, -0.02779273)
Hand_Pinky0, (0.03407355, 0.00941983, -0.02299857)
Hand_Pinky1, (0.07789584, 0.01369119, -0.03505407)
Hand_Pinky2, (0.10682790, 0.01929890, -0.04372773)
Hand_Pinky3, (0.12244450, 0.03190542, -0.04685011)
Hand_ThumbTip, (0.11302270, 0.04650818, 0.06642224)
Hand_IndexTip, (0.17283690, 0.03859661, 0.01707573)
Hand_MiddleTip, (0.18191350, 0.03910024, -0.00781189)
Hand_RingTip, (0.16783380, 0.04223995, -0.02901660)
Hand_PinkyTip, (0.13935230, 0.04590637, -0.04733221)
RootPos, (0.04751759, 0.85013040, 0.38837630)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006930, 0.01155411, 0.01049652)
Hand_Thumb1, (0.03604623, 0.01934824, 0.02786428)
Hand_Thumb2, (0.06194576, 0.02956364, 0.04465561)
Hand_Thumb3, (0.09301677, 0.03848047, 0.05450733)
Hand_Index1, (0.09599624, 0.00731647, 0.02355068)
Hand_Index2, (0.13319590, 0.01439913, 0.02142979)
Hand_Index3, (0.15397510, 0.02689562, 0.01977733)
Hand_Middle1, (0.09564660, 0.00254316, 0.00172592)
Hand_Middle2, (0.13729670, 0.01191715, -0.00276050)
Hand_Middle3, (0.16040110, 0.02673178, -0.00514594)
Hand_Ring1, (0.08869381, 0.00652933, -0.01746525)
Hand_Ring2, (0.12635240, 0.01300451, -0.02524954)
Hand_Ring3, (0.14774970, 0.02855824, -0.02777582)
Hand_Pinky0, (0.03407355, 0.00941981, -0.02299858)
Hand_Pinky1, (0.07789584, 0.01369118, -0.03505408)
Hand_Pinky2, (0.10684730, 0.01935173, -0.04362817)
Hand_Pinky3, (0.12242640, 0.03202666, -0.04665959)
Hand_ThumbTip, (0.11307800, 0.04620061, 0.06651381)
Hand_IndexTip, (0.17278430, 0.03867420, 0.01682084)
Hand_MiddleTip, (0.18176410, 0.03942806, -0.00780382)
Hand_RingTip, (0.16762910, 0.04262211, -0.02897186)
Hand_PinkyTip, (0.13928610, 0.04608830, -0.04704730)
RootPos, (0.04804802, 0.84938060, 0.38815790)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006930, 0.01155411, 0.01049653)
Hand_Thumb1, (0.03606297, 0.01938467, 0.02783246)
Hand_Thumb2, (0.06200912, 0.02956224, 0.04457473)
Hand_Thumb3, (0.09311939, 0.03843735, 0.05433980)
Hand_Index1, (0.09599624, 0.00731648, 0.02355069)
Hand_Index2, (0.13316700, 0.01453672, 0.02138684)
Hand_Index3, (0.15385980, 0.02717273, 0.01971183)
Hand_Middle1, (0.09564661, 0.00254314, 0.00172590)
Hand_Middle2, (0.13724650, 0.01208742, -0.00286565)
Hand_Middle3, (0.16026120, 0.02703274, -0.00530228)
Hand_Ring1, (0.08869380, 0.00652931, -0.01746525)
Hand_Ring2, (0.12634600, 0.01307520, -0.02522111)
Hand_Ring3, (0.14768910, 0.02870897, -0.02771228)
Hand_Pinky0, (0.03407355, 0.00941987, -0.02299856)
Hand_Pinky1, (0.07789586, 0.01369119, -0.03505408)
Hand_Pinky2, (0.10687160, 0.01938932, -0.04352063)
Hand_Pinky3, (0.12243060, 0.03210842, -0.04646893)
Hand_ThumbTip, (0.11321700, 0.04613299, 0.06630112)
Hand_IndexTip, (0.17257240, 0.03909925, 0.01673636)
Hand_MiddleTip, (0.18155340, 0.03983689, -0.00801068)
Hand_RingTip, (0.16750420, 0.04286650, -0.02886877)
Hand_PinkyTip, (0.13926640, 0.04620075, -0.04677514)
RootPos, (0.04851516, 0.84936650, 0.38815450)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006930, 0.01155408, 0.01049653)
Hand_Thumb1, (0.03607718, 0.01941559, 0.02780533)
Hand_Thumb2, (0.06206512, 0.02955517, 0.04450576)
Hand_Thumb3, (0.09321065, 0.03838943, 0.05419519)
Hand_Index1, (0.09599624, 0.00731644, 0.02355068)
Hand_Index2, (0.13313890, 0.01466769, 0.02134527)
Hand_Index3, (0.15374670, 0.02743902, 0.01964862)
Hand_Middle1, (0.09564661, 0.00254317, 0.00172591)
Hand_Middle2, (0.13719750, 0.01225342, -0.00295996)
Hand_Middle3, (0.16012200, 0.02732965, -0.00544111)
Hand_Ring1, (0.08869381, 0.00652930, -0.01746525)
Hand_Ring2, (0.12633790, 0.01314941, -0.02519790)
Hand_Ring3, (0.14762200, 0.02886856, -0.02765550)
Hand_Pinky0, (0.03407356, 0.00941983, -0.02299858)
Hand_Pinky1, (0.07789584, 0.01369119, -0.03505408)
Hand_Pinky2, (0.10689230, 0.01942773, -0.04342318)
Hand_Pinky3, (0.12242840, 0.03219255, -0.04629354)
Hand_ThumbTip, (0.11334090, 0.04606013, 0.06611758)
Hand_IndexTip, (0.17236360, 0.03950997, 0.01665504)
Hand_MiddleTip, (0.18134190, 0.04024389, -0.00819355)
Hand_RingTip, (0.16736850, 0.04312473, -0.02877381)
Hand_PinkyTip, (0.13923730, 0.04631848, -0.04652299)
RootPos, (0.04895642, 0.84925040, 0.38813780)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006931, 0.01155412, 0.01049652)
Hand_Thumb1, (0.03609019, 0.01944393, 0.02778037)
Hand_Thumb2, (0.06209443, 0.02960243, 0.04444394)
Hand_Thumb3, (0.09325755, 0.03845714, 0.05405779)
Hand_Index1, (0.09599622, 0.00731644, 0.02355068)
Hand_Index2, (0.13312800, 0.01471301, 0.02131462)
Hand_Index3, (0.15368400, 0.02756538, 0.01960213)
Hand_Middle1, (0.09564660, 0.00254314, 0.00172592)
Hand_Middle2, (0.13716180, 0.01238713, -0.00299753)
Hand_Middle3, (0.15999850, 0.02759424, -0.00548967)
Hand_Ring1, (0.08869381, 0.00652933, -0.01746526)
Hand_Ring2, (0.12632600, 0.01323931, -0.02517836)
Hand_Ring3, (0.14752890, 0.02907396, -0.02759607)
Hand_Pinky0, (0.03407355, 0.00941984, -0.02299858)
Hand_Pinky1, (0.07789585, 0.01369117, -0.03505408)
Hand_Pinky2, (0.10689870, 0.01946864, -0.04337264)
Hand_Pinky3, (0.12240930, 0.03227512, -0.04619558)
Hand_ThumbTip, (0.11339760, 0.04614544, 0.06595220)
Hand_IndexTip, (0.17223870, 0.03972867, 0.01659563)
Hand_MiddleTip, (0.18114040, 0.04063346, -0.00825224)
Hand_RingTip, (0.16718100, 0.04346342, -0.02866765)
Hand_PinkyTip, (0.13919060, 0.04643433, -0.04637920)
RootPos, (0.04935575, 0.84952920, 0.38858640)
Hand_Start, (0.00000000, 0.00000000, 0.00000000)
Hand_ForearmStub, (0.00000000, 0.00000000, 0.00000000)
Hand_Thumb0, (0.02006930, 0.01155408, 0.01049652)
Hand_Thumb1, (0.03610208, 0.01946982, 0.02775751)
Hand_Thumb2, (0.06212077, 0.02964629, 0.04438745)
